City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,San Cristobal,VE,7.7669,-72.225,68.18,97,98,2.64,overcast clouds
460,Arrifes,PT,37.7667,-25.7,61.23,82,20,4.61,few clouds
461,Hofn,IS,64.2539,-15.2082,48.54,81,6,10.92,clear sky
462,Mwanza,TZ,-2.5167,32.9,69.42,60,77,5.91,broken clouds
463,Bud,US,39.447,-86.1758,84.22,76,27,10.71,scattered clouds
464,Pasni,PK,25.2631,63.471,83.43,77,73,10.71,broken clouds
465,Costa Rica,BR,-23.4167,-54.65,59.04,82,0,6.85,clear sky
466,Saint-Joseph,RE,-21.3667,55.6167,68.38,81,87,12.41,light rain
467,Ponta Do Sol,PT,32.6667,-17.1,68.63,74,38,6.51,scattered clouds
468,Bagn,NO,60.8225,9.5521,53.08,93,100,1.68,overcast clouds
469,Naberera,TZ,-4.2,36.9333,55.11,96,72,1.95,broken clouds
470,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,76,75,17.9,broken clouds
471,Cotonou,BJ,6.3654,2.4183,76.37,88,100,8.43,light rain
472,Loreto,MX,22.2667,-101.9667,60.06,77,58,21.99,broken clouds
473,Robe,AU,-37.1833,139.75,58.17,78,48,10.27,scattered clouds
474,Clyde River,CA,70.4692,-68.5914,30.43,100,100,27.63,light snow
475,Itaqui,BR,-29.1253,-56.5531,55.81,91,78,7.31,broken clouds
476,Nhulunbuy,AU,-12.2333,136.7667,77.61,83,75,10.36,broken clouds
477,Lekoni,GA,-1.5843,14.2591,73.54,78,76,4.03,broken clouds
478,Porto Nacional,BR,-10.7081,-48.4172,75.2,50,62,1.77,broken clouds
479,Katangli,RU,51.7102,143.2326,67.87,47,92,5.35,overcast clouds
480,Colares,PT,38.7992,-9.4469,65.34,79,99,21.0,overcast clouds
481,Batticaloa,LK,7.7102,81.6924,80.22,76,100,7.02,heavy intensity rain
482,Skegness,GB,53.1436,0.3363,58.57,90,21,4.5,few clouds
483,The Valley,AI,18.217,-63.0578,82.26,83,100,19.08,overcast clouds
484,Pangnirtung,CA,66.1451,-65.7125,36.18,99,100,3.85,overcast clouds
485,Tornio,FI,65.8481,24.1466,46.42,92,100,19.71,light rain
486,Nouakchott,MR,18.0858,-15.9785,75.13,83,37,12.15,scattered clouds
487,Divnoye,RU,45.9089,43.3547,69.55,74,63,12.44,broken clouds
488,Kalol,IN,22.6,73.45,89.04,53,46,12.48,scattered clouds
489,Rafaela,AR,-31.2503,-61.4867,56.98,52,100,5.37,overcast clouds
490,Tual,ID,-5.6667,132.75,81.81,80,85,17.31,overcast clouds
491,Meulaboh,ID,4.1363,96.1285,80.73,73,100,5.77,overcast clouds
492,Mingaora,PK,34.7758,72.3625,91.74,25,0,5.79,clear sky
493,Nueve De Julio,AR,-35.4444,-60.8831,48.06,75,9,3.27,clear sky
494,Coos Bay,US,43.3665,-124.2179,59.31,91,100,8.05,overcast clouds
495,San Patricio,US,28.017,-97.5169,83.84,82,99,15.1,overcast clouds
496,Yining,CN,29.0361,114.5636,88.88,52,100,3.4,overcast clouds
497,Upington,ZA,-28.4478,21.2561,41.47,54,21,8.46,few clouds
498,Seoni Malwa,IN,22.45,77.4667,81.52,73,100,3.18,overcast clouds
499,Pilar,BR,-9.5972,-35.9567,71.53,94,99,6.44,light rain
500,Tuy Hoa,VN,13.0833,109.3,91.06,56,92,6.69,overcast clouds
501,Santiago,CL,-33.4569,-70.6483,49.86,75,75,3.44,broken clouds
502,Mantua,IT,45.1667,10.7833,69.35,80,0,1.16,clear sky
503,Komarno,SK,47.7636,18.1226,61.05,78,7,3.31,clear sky
504,Mackay,AU,-21.15,149.2,78.67,74,0,14.16,clear sky
505,Aykhal,RU,66.0,111.5,64.65,52,24,9.69,few clouds
506,Half Moon Bay,US,37.4636,-122.4286,64.45,74,40,26.46,mist
507,Ahuimanu,US,21.4447,-157.8378,80.31,77,40,12.66,scattered clouds
508,Esso,RU,55.9333,158.7,53.87,77,100,6.06,light rain
509,Sayyan,YE,15.1718,44.3244,67.19,22,47,7.63,scattered clouds
510,Piskivka,UA,50.6938,29.6193,55.33,79,64,6.24,broken clouds
511,Araouane,ML,18.9048,-3.5265,88.41,31,10,14.74,clear sky
512,Pemangkat,ID,1.1667,108.9667,81.61,78,87,8.03,overcast clouds
513,Mosquera,CO,4.7059,-74.2302,53.69,87,75,4.61,broken clouds
514,Huai Thalaeng,TH,14.997,102.6475,88.27,47,84,3.49,broken clouds
515,Merauke,ID,-8.4667,140.3333,83.26,76,52,15.48,broken clouds
516,Gualeguaychu,AR,-33.0094,-58.5172,52.9,91,100,5.21,overcast clouds
517,Hay River,CA,60.8156,-115.7999,49.1,86,100,4.14,overcast clouds
518,Bac Lieu,VN,9.285,105.7244,87.89,58,93,3.22,overcast clouds
519,Natal,BR,-5.795,-35.2094,75.42,88,20,4.61,few clouds
520,Buzmeyin,TM,38.0507,58.2056,87.03,33,46,7.81,light rain
521,Lhokseumawe,ID,5.1801,97.1507,77.18,89,100,9.95,overcast clouds
522,Pitkyaranta,RU,61.5734,31.4792,48.94,94,100,15.19,overcast clouds
523,Great Yarmouth,GB,52.6083,1.7305,54.01,79,6,3.2,clear sky
524,Rovaniemi,FI,66.5,25.7167,44.01,93,100,13.8,light rain
525,Aksu,CN,41.1231,80.2644,88.32,15,100,6.78,overcast clouds
526,Staryy Oskol,RU,51.2967,37.8417,57.92,76,94,7.49,overcast clouds
527,Nanton,CA,50.3501,-113.7687,50.81,81,61,7.78,broken clouds
528,Mount Isa,AU,-20.7333,139.5,76.77,25,47,11.5,scattered clouds
529,Malanje,AO,-9.5402,16.341,55.72,50,95,2.48,overcast clouds
530,Komarikhinskiy,RU,58.0979,57.1163,66.06,81,91,4.52,overcast clouds
531,Tahta,EG,26.7693,31.5021,79.27,48,0,11.83,clear sky
532,Port Hardy,CA,50.6996,-127.4199,51.17,95,100,6.98,light rain
533,Rawson,AR,-43.3002,-65.1023,45.99,80,16,10.96,few clouds
534,Vostok,RU,46.4856,135.8833,69.24,60,87,3.33,overcast clouds
535,Poum,NC,-20.2333,164.0167,79.0,77,6,15.41,clear sky
536,Sinnai,IT,39.3042,9.2036,71.47,61,0,3.44,clear sky
537,Fairbanks,US,64.8378,-147.7164,70.14,52,20,13.8,few clouds
538,Polyarnyy,RU,69.1989,33.4478,43.21,91,100,24.14,overcast clouds
539,Tabou,CI,4.423,-7.3528,74.82,93,100,10.76,moderate rain
540,Nador,MA,35.174,-2.9287,75.45,73,0,9.22,clear sky
541,Maniitsoq,GL,65.4167,-52.9,35.64,73,77,1.3,broken clouds
542,Fond Du Lac,US,43.775,-88.4388,73.29,94,75,3.44,broken clouds
543,Swellendam,ZA,-34.0226,20.4417,45.88,71,19,5.3,few clouds
544,Newcastle,AU,-32.9272,151.7765,70.09,44,0,16.11,clear sky
545,Vagur,FO,61.4732,-6.8119,48.36,96,100,8.28,overcast clouds
546,Moron,AR,-34.6534,-58.6198,56.97,95,72,2.3,fog
547,Puerto Escondido,MX,15.85,-97.0667,77.11,87,100,2.06,overcast clouds
548,Jaque,PA,7.5175,-78.1703,77.7,87,99,3.22,overcast clouds
549,Manohar Thana,IN,24.24,76.8018,84.06,69,100,4.76,overcast clouds
550,Anshun,CN,26.25,105.9333,61.16,96,100,2.91,overcast clouds
551,Guararapes,BR,-21.2608,-50.6428,63.18,57,0,7.61,clear sky
552,Oktyabrskoye,RU,43.0645,44.7417,62.74,93,94,4.47,overcast clouds
553,Plettenberg Bay,ZA,-34.0527,23.3716,48.45,72,4,5.21,clear sky
554,Boca Do Acre,BR,-8.7522,-67.3978,72.3,81,29,0.11,scattered clouds
555,Maningrida,AU,-12.0667,134.2667,89.01,48,60,10.8,broken clouds
556,Vanimo,PG,-2.6741,141.3028,86.47,65,44,8.84,scattered clouds
557,Tabalosos,PE,-6.35,-76.6833,61.72,87,3,2.86,clear sky
558,Moissala,TD,8.3404,17.7663,73.38,79,80,4.07,broken clouds
559,Zyryanka,RU,65.75,150.85,73.36,26,71,7.0,broken clouds
560,Abha,SA,18.2164,42.5053,71.85,18,0,0.0,clear sky
561,Qarqin,AF,37.4185,66.0436,99.68,12,0,14.9,clear sky
562,Erdemli,TR,36.605,34.3084,77.45,66,0,6.04,clear sky
563,Parian Dakula,PH,5.5567,120.7719,82.42,74,99,5.77,light rain
564,Camana,PE,-16.6228,-72.7111,60.31,84,87,6.49,overcast clouds
565,Chillicothe,US,39.3331,-82.9824,80.04,89,0,3.44,clear sky
566,Nago,JP,26.5881,127.9761,76.05,90,100,11.03,moderate rain
567,Dicabisagan,PH,17.0818,122.4157,89.55,62,98,8.03,overcast clouds
568,Baruun-Urt,MN,46.6806,113.2792,76.32,36,97,12.19,overcast clouds
569,Maldonado,UY,-34.6667,-54.9167,55.22,91,100,4.74,overcast clouds
570,Monterrey,MX,25.6667,-100.3167,84.56,48,8,14.79,clear sky
571,Guerrero Negro,MX,27.9769,-114.0611,63.0,84,0,14.85,clear sky
572,Bolshoye Nagatkino,RU,54.5196,47.9679,64.89,80,84,4.25,broken clouds
573,Katobu,ID,-4.9408,122.5276,78.94,87,100,4.41,overcast clouds
574,San Andres,CO,12.5847,-81.7006,80.62,83,100,8.05,overcast clouds
575,Maksatikha,RU,57.797,35.8825,56.55,75,90,9.75,overcast clouds
576,Grand Gaube,MU,-20.0064,57.6608,74.37,64,1,8.99,clear sky
577,Dores Do Indaia,BR,-19.4633,-45.6017,57.54,65,0,1.63,clear sky
578,Lahaina,US,20.8783,-156.6825,82.4,89,7,10.04,clear sky
579,Veshenskaya,RU,49.6303,41.7334,60.39,96,100,9.44,overcast clouds
580,Gizo,SB,-8.103,156.8419,84.04,71,86,10.92,overcast clouds
581,Mae Sai,TH,20.4335,99.8762,73.54,97,100,0.09,overcast clouds
582,Apatou,GF,5.155,-54.3472,71.1,99,28,2.28,scattered clouds
583,Guymon,US,36.6828,-101.4816,77.0,47,0,9.22,clear sky
584,San Vicente,AR,-26.6167,-54.1333,51.78,97,1,3.09,clear sky
585,Udon Thani,TH,17.3333,102.8333,90.9,67,100,2.26,overcast clouds
586,Galle,LK,6.0367,80.217,82.27,79,100,11.86,light rain
587,Kyra,RU,49.5776,111.9753,74.93,49,84,9.17,broken clouds
588,Grand-Lahou,CI,5.1367,-5.0242,76.32,90,100,14.2,light rain
589,Hearst,CA,49.6835,-83.6665,67.08,97,53,7.16,broken clouds
590,Sudak,UA,44.85,34.9667,68.14,53,0,3.42,clear sky
591,Temecula,US,33.4936,-117.1484,70.43,78,0,8.05,clear sky
592,San Rafael Del Sur,NI,11.8485,-86.4384,71.6,88,100,8.77,overcast clouds
593,Lexington,US,37.9887,-84.4777,81.99,73,0,6.91,clear sky
594,Ishigaki,JP,24.3448,124.1572,78.93,89,40,13.8,scattered clouds
595,Naze,JP,28.3667,129.4833,73.42,90,100,13.69,heavy intensity rain
596,Jacareacanga,BR,-6.2222,-57.7528,70.93,99,53,1.77,broken clouds
597,La Asuncion,VE,11.0333,-63.8628,77.77,89,97,12.82,overcast clouds
598,Batagay-Alyta,RU,67.8006,130.4114,43.23,88,100,8.68,light rain
599,Xiongyue,CN,40.1774,122.1228,74.37,61,5,10.6,clear sky
600,Verkhnyaya Inta,RU,65.9811,60.3094,57.38,57,2,5.5,clear sky
601,Turukhansk,RU,65.8167,87.9833,66.92,76,100,8.81,light rain
602,Mujiayingzi,CN,42.1167,118.7833,80.89,28,24,1.59,few clouds
603,Sheffield Lake,US,41.4875,-82.1015,84.85,69,0,9.22,clear sky
604,Yasinya,UA,48.2794,24.3604,53.13,82,46,2.26,scattered clouds
605,Khash,IR,28.2211,61.2158,87.89,25,0,3.62,clear sky
606,Marzuq,YE,14.4,46.4667,75.56,55,95,8.55,overcast clouds
607,Naifaru,MV,5.4444,73.3657,83.32,74,74,10.16,broken clouds
608,Dehui,CN,44.5333,125.7,76.32,56,14,15.59,few clouds
609,Show Low,US,34.2542,-110.0298,71.89,19,0,5.75,clear sky
610,Parabel,RU,58.6978,81.4825,59.38,80,97,11.3,light rain
611,Sembakung,ID,3.8167,117.25,86.04,64,100,1.97,light rain
612,College,US,64.8569,-147.8028,70.12,53,75,13.8,broken clouds
613,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,69.44,99,19,1.25,few clouds
614,Oeiras Do Para,BR,-2.0031,-49.8544,71.64,88,100,2.15,overcast clouds
615,Castres,FR,43.5833,2.1667,68.83,82,0,2.3,clear sky
616,Bouna,CI,9.2667,-3.0,71.53,96,100,8.05,overcast clouds
617,West Odessa,US,31.8424,-102.4988,87.82,38,0,19.57,clear sky
618,Feijo,BR,-8.1642,-70.3536,70.63,85,2,0.96,clear sky
619,Dayong,CN,25.0209,118.2898,74.41,97,100,1.57,overcast clouds
620,Saint-Louis,SN,16.3333,-15.0,78.37,60,23,12.35,few clouds
621,Mozarlandia,BR,-14.7447,-50.5706,74.14,62,20,5.14,few clouds
622,Muli,MV,2.9167,73.5667,83.21,72,77,6.26,broken clouds
623,Tarazona,ES,41.9,-1.7333,73.22,41,100,1.14,overcast clouds
624,Moranbah,AU,-22.0016,148.0466,75.67,45,0,8.97,clear sky
625,Tarakan,ID,3.3,117.6333,78.3,94,75,4.61,heavy intensity rain
626,Poya,NC,-21.35,165.15,80.06,68,77,5.97,broken clouds
627,Marystown,CA,47.1666,-55.1483,46.85,100,0,0.72,clear sky
628,Desna,UA,50.9273,30.7605,56.23,80,53,6.51,broken clouds
629,Quatre Cocos,MU,-20.2078,57.7625,73.51,66,13,14.94,light rain
630,Champerico,GT,14.3,-91.9167,78.39,84,99,8.97,overcast clouds
631,Gueugnon,FR,46.6036,4.0629,64.18,87,73,2.48,broken clouds
632,Mandalgovi,MN,45.7625,106.2708,79.86,29,80,5.41,broken clouds
633,Noumea,NC,-22.2763,166.4572,80.58,99,95,10.18,overcast clouds
634,Penapolis,BR,-21.4197,-50.0775,62.17,59,0,7.18,clear sky
635,Takoradi,GH,4.8845,-1.7554,73.89,96,100,11.86,heavy intensity rain
636,Vilani,LV,56.5525,26.9245,51.53,82,44,8.28,scattered clouds
637,Boguchany,RU,58.3814,97.4531,72.48,68,84,5.01,light rain
638,Dudinka,RU,69.4058,86.1778,70.63,42,100,11.18,overcast clouds
639,Asfi,MA,32.2994,-9.2372,66.67,81,28,10.04,scattered clouds
640,Zhanaozen,KZ,43.3,52.8,81.01,26,25,15.59,scattered clouds
641,Stokmarknes,NO,68.5646,14.9108,48.18,81,75,2.3,broken clouds
642,Myskhako,RU,44.6714,37.7433,67.82,65,4,5.93,clear sky
643,Staryy Nadym,RU,65.6118,72.6842,60.51,51,100,23.31,overcast clouds
644,Portage Lakes,US,41.0073,-81.5271,82.89,76,0,9.22,clear sky
645,Isla Mujeres,MX,21.2311,-86.731,80.17,83,14,9.51,few clouds
646,Balkhash,KZ,46.844,74.9804,74.01,35,0,11.18,clear sky
647,Adrar,MR,20.5022,-10.0711,87.35,31,16,9.91,few clouds
648,Booue,GA,-0.0921,11.9385,70.74,99,70,2.3,light rain
649,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.19,97,25,1.1,scattered clouds
650,Deputatskiy,RU,69.3,139.9,61.09,43,89,10.31,overcast clouds
651,Galesong,ID,-5.3166,119.3661,86.02,79,100,1.01,overcast clouds
652,Buraydah,SA,26.326,43.975,88.54,15,0,10.02,clear sky
653,Tarrega,ES,41.647,1.1396,71.58,43,100,3.71,overcast clouds
654,Brownfield,US,33.1812,-102.2744,85.95,36,1,21.05,clear sky
655,Batemans Bay,AU,-35.7167,150.1833,65.98,47,95,7.81,overcast clouds
656,Kavaratti,IN,10.5669,72.642,82.94,75,100,15.37,light rain
657,Abhar,IR,36.1468,49.218,69.84,36,0,6.62,clear sky
658,Sumbal,IN,34.2333,74.6333,72.18,55,80,2.24,broken clouds
659,Halifax,CA,44.6453,-63.5724,52.7,88,0,3.0,clear sky
660,Pimentel,PE,-6.8367,-79.9342,61.74,87,0,14.99,clear sky
661,Yaan,NG,7.3833,8.5667,73.08,96,100,5.53,light rain
662,Safaga,EG,26.7292,33.9365,83.46,43,0,15.75,clear sky
663,Fort Nelson,CA,58.8053,-122.7002,63.55,47,68,5.68,broken clouds
664,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,62.94,97,82,4.12,broken clouds
665,Xam Nua,LA,20.4197,104.0439,80.35,59,99,5.19,overcast clouds
666,Tiznit,MA,29.5833,-9.5,67.3,68,46,0.56,scattered clouds
667,Talnakh,RU,69.4865,88.3972,70.21,42,100,6.69,overcast clouds
668,Arlit,NE,18.7369,7.3853,85.87,36,100,2.19,overcast clouds
669,Katiola,CI,8.1333,-5.1,71.56,96,100,0.85,moderate rain
670,Panaba,MX,21.2833,-88.2667,76.78,89,4,7.94,clear sky
671,Namibe,AO,-15.1961,12.1522,63.81,68,9,2.62,clear sky
672,Bandipur,NP,27.9333,84.4167,83.25,54,3,2.57,clear sky
673,Bizhbulyak,RU,53.6967,54.2642,68.04,64,68,6.08,broken clouds
674,Lorengau,PG,-2.0226,147.2712,85.44,67,96,9.46,overcast clouds
675,Kirensk,RU,57.7853,108.1119,76.14,45,90,2.84,overcast clouds
676,Kovdor,RU,67.5662,30.4758,43.3,94,100,12.77,light rain
677,Konstantinovka,RU,49.6167,127.9833,70.34,74,98,5.39,overcast clouds
678,Kloulklubed,PW,7.0419,134.2556,82.9,72,99,11.03,moderate rain
679,Nelson Bay,AU,-32.7167,152.15,70.09,44,1,3.0,clear sky
680,Mahanoro,MG,-19.9,48.8,71.37,82,58,6.26,broken clouds
681,Ornskoldsvik,SE,63.2909,18.7153,54.5,69,98,6.13,overcast clouds
682,Labytnangi,RU,66.6572,66.4183,64.9,44,10,2.15,clear sky
683,Kabinda,CD,-6.1333,24.4833,68.04,45,25,4.05,scattered clouds
684,Duobao,CN,30.67,112.6895,93.0,42,88,12.84,overcast clouds
685,Bulawayo,ZW,-20.15,28.5833,45.91,39,0,7.56,clear sky
686,Malmesbury,ZA,-33.4608,18.7271,44.58,74,35,3.09,scattered clouds
687,Vrangel,RU,42.7297,133.0839,58.44,78,100,10.54,overcast clouds
